kepoi_name,exoplanet_archive_disposition,disposition_using_kepler_data,status,planet_like_prob,planet_like_label,kepid_x,kepler_name_x,koi_score,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_period,koi_period_err1,koi_period_err2,koi_time0bk,koi_time0bk_err1,koi_time0bk_err2,koi_impact,koi_impact_err1,koi_impact_err2,koi_duration,koi_duration_err1,koi_duration_err2,koi_depth,koi_depth_err1,koi_depth_err2,koi_prad,koi_prad_err1,koi_prad_err2,koi_teq,koi_teq_err1,koi_teq_err2,koi_insol,koi_insol_err1,koi_insol_err2,koi_model_snr,koi_tce_plnt_num,koi_tce_delivname,koi_steff,koi_steff_err1,koi_steff_err2,koi_slogg,koi_slogg_err1,koi_slogg_err2,koi_srad,koi_srad_err1,koi_srad_err2,ra,dec,koi_kepmag,kepid_y,kepler_name_y,koi_disposition,koi_pdisposition
K04490.01,FALSE POSITIVE,FALSE POSITIVE,NOT_EXOPLANET,0.44703242,0,6201203,,,1,0,0,0,176.17377,0.01595,-0.01595,144.8337,0.0542,-0.0542,0.2545,0.2286,-0.2544,14.58,2.2,-2.2,349.9,52.8,-52.8,1.76,0.61,-0.16,323.0,,,2.57,2.61,-0.7,8.2,,,5957.0,162.0,-196.0,4.506,0.039,-0.259,0.937,0.325,-0.082,290.57632,41.546188,15.601,6201203,,FALSE POSITIVE,FALSE POSITIVE
K04491.01,CONFIRMED,CANDIDATE,CONFIRMED_EXOPLANET,0.9994105,1,4556468,Kepler-1609 b,0.944,0,0,0,0,114.336052,0.003815,-0.003815,216.7966,0.028,-0.028,0.529,0.019,-0.455,14.077,0.814,-0.814,239.8,21.5,-21.5,2.09,0.35,-0.35,429.0,,,8.02,3.54,-2.77,13.0,1.0,q1_q17_dr25_tce,5802.0,78.0,-78.0,4.218,0.162,-0.108,1.316,0.222,-0.222,290.14655,39.665821,15.015,4556468,Kepler-1609 b,CONFIRMED,CANDIDATE
K04492.01,FALSE POSITIVE,FALSE POSITIVE,NOT_EXOPLANET,0.0018854073,0,9222516,,0.0,1,0,1,0,0.63938062,2.91e-07,-2.91e-07,131.894673,0.000377,-0.000377,1.377,0.873,-0.191,1.2067,0.0213,-0.0213,308.0,3.4,-3.4,51.53,17.93,-5.99,2566.0,,,10289.98,10298.43,-3276.34,97.5,1.0,q1_q17_dr25_tce,6607.0,161.0,-221.0,4.363,0.056,-0.224,1.204,0.419,-0.14,293.52997,45.66433,13.725,9222516,,FALSE POSITIVE,FALSE POSITIVE
K04558.01,CANDIDATE,CANDIDATE,CANDIDATE,0.99910563,1,5431027,,0.972,0,0,0,0,8.8233996,0.0001538,-0.0001538,136.8921,0.0107,-0.0107,0.022,0.433,-0.022,6.735,0.335,-0.335,104.6,8.9,-8.9,1.13,0.35,-0.28,929.0,,,176.13,157.78,-87.32,13.3,1.0,q1_q17_dr25_tce,5602.0,152.0,-152.0,4.269,0.253,-0.207,1.121,0.342,-0.28,285.59543,40.679722,14.598,5431027,,CANDIDATE,CANDIDATE
K04559.01,FALSE POSITIVE,FALSE POSITIVE,NOT_EXOPLANET,0.0024876797,0,7285673,,0.0,1,0,1,1,0.566801045,1.52e-06,-1.52e-06,131.79795,0.00204,-0.00204,0.628,0.003,-0.545,1.7499,0.0885,-0.0885,188.3,7.1,-7.1,1.42,0.39,-0.21,2348.0,,,7209.06,5982.75,-2635.92,34.9,1.0,q1_q17_dr25_tce,6106.0,181.0,-200.0,4.405,0.124,-0.186,0.982,0.271,-0.146,292.93552,42.824871,14.498,7285673,,FALSE POSITIVE,FALSE POSITIVE
K04560.01,FALSE POSITIVE,FALSE POSITIVE,NOT_EXOPLANET,0.00011166757,0,5282437,,,0,1,1,1,0.992799002,9.46e-07,-9.46e-07,131.70842,0.000882,-0.000882,1.3295,0.4796,-0.0312,3.4878,0.0358,-0.0358,1653.0,14.6,-14.6,40.12,14.93,-4.01,1933.0,,,3302.31,3666.63,-1013.1,97.8,,,6217.0,180.0,-237.0,4.472,0.051,-0.274,0.989,0.368,-0.099,293.94012,40.447189,15.106,5282437,,FALSE POSITIVE,FALSE POSITIVE
K04561.01,CONFIRMED,CANDIDATE,CONFIRMED_EXOPLANET,0.99415153,1,7747457,Kepler-1613 b,0.997,0,0,0,0,1.5184181,0.0002121,-0.0002121,132.138,0.116,-0.116,0.561,0.026,-0.471,2.842,0.218,-0.218,196.8,14.7,-14.7,1.85,0.56,-0.37,1926.0,,,3261.65,2997.74,-1483.39,15.9,1.0,q1_q17_dr25_tce,6302.0,197.0,-241.0,4.259,0.158,-0.193,1.269,0.384,-0.256,289.87506,43.420959,14.118,7747457,Kepler-1613 b,CONFIRMED,CANDIDATE
K04562.01,FALSE POSITIVE,FALSE POSITIVE,NOT_EXOPLANET,0.0012663353,0,8652360,,0.0,1,0,1,0,0.96807117,4.903e-06,-4.903e-06,132.44697,0.00502,-0.00502,0.53,0.025,-0.468,1.677,0.124,-0.124,104.8,8.1,-8.1,0.72,0.12,-0.05,1487.0,,,1157.58,577.08,-273.07,15.4,2.0,q1_q17_dr25_tce,5367.0,160.0,-160.0,4.639,0.032,-0.091,0.687,0.106,-0.049,300.23587,44.76952,15.247,8652360,,FALSE POSITIVE,FALSE POSITIVE
K04631.01,FALSE POSITIVE,FALSE POSITIVE,NOT_EXOPLANET,0.0037966713,0,9602421,,0.0,0,0,1,1,3.55661906,8.507e-05,-8.507e-05,133.4975,0.0242,-0.0242,0.384,0.086,-0.384,5.396,0.615,-0.615,23.3,2.2,-2.2,0.72,0.16,-0.2,1518.0,,,1254.47,869.56,-667.08,11.4,1.0,q1_q17_dr25_tce,6018.0,181.0,-163.0,4.081,0.253,-0.136,1.458,0.33,-0.404,297.09583,46.211021,12.84,9602421,,FALSE POSITIVE,FALSE POSITIVE
K04632.01,CANDIDATE,CANDIDATE,CANDIDATE,0.9917605,1,6070337,,0.872,0,0,0,0,40.0691482,0.0003946,-0.0003946,143.73713,0.00929,-0.00929,1.125,6.784,-0.055,2.928,0.375,-0.375,784.1,93.5,-93.5,13.25,2.59,-1.31,458.0,,,10.42,6.65,-3.07,10.5,1.0,q1_q17_dr25_tce,5485.0,191.0,-191.0,4.575,0.051,-0.111,0.762,0.149,-0.075,299.01312,41.329311,15.618,6070337,,CANDIDATE,CANDIDATE
K04633.01,CANDIDATE,CANDIDATE,CANDIDATE,0.9989973,1,5954001,,1.0,0,0,0,0,11.6933447,0.0002027,-0.0002027,142.6574,0.0131,-0.0131,0.353,0.091,-0.353,6.551,0.473,-0.473,66.9,6.5,-6.5,1.12,0.2,-0.17,950.0,,,192.95,91.31,-62.09,12.7,1.0,q1_q17_dr25_tce,6049.0,72.0,-90.0,4.248,0.125,-0.125,1.354,0.251,-0.205,289.77954,41.214409,13.848,5954001,,CANDIDATE,CANDIDATE
K07692.01,FALSE POSITIVE,FALSE POSITIVE,NOT_EXOPLANET,0.03761988,0,4373195,,0.0,1,0,0,1,0.56256804,4.453e-06,-4.453e-06,131.72497,0.00803,-0.00803,0.692,0.263,-0.469,1.686,0.206,-0.206,4.5,0.5,-0.5,0.63,0.09,-0.28,5127.0,,,164220.08,114206.71,-127105.67,11.8,1.0,q1_q17_dr25_tce,9005.0,595.0,-727.0,3.84,0.384,-0.096,2.773,0.404,-1.213,293.72,39.446449,9.121,4373195,,FALSE POSITIVE,FALSE POSITIVE
K03182.01,FALSE POSITIVE,FALSE POSITIVE,NOT_EXOPLANET,0.068832435,0,5090937,,,1,0,0,0,8.79991878,3.836e-05,-3.836e-05,132.88614,0.00372,-0.00372,1.6053,0.083,-0.0792,41.564,0.341,-0.341,869.1,6.1,-6.1,224.56,48.39,-75.27,1979.0,,,3624.62,2359.97,-2269.72,236.1,,,8092.0,228.0,-332.0,3.725,0.28,-0.109,3.267,0.704,-1.095,289.26575,40.255482,11.04,5090937,,FALSE POSITIVE,FALSE POSITIVE
K04634.01,CANDIDATE,CANDIDATE,CANDIDATE,0.99663395,1,8196226,,0.998,0,0,0,0,4.02745396,2.588e-05,-2.588e-05,133.12194,0.00468,-0.00468,0.304,0.152,-0.304,1.33,0.2,-0.2,85.2,9.6,-9.6,0.98,0.3,-0.14,1250.0,,,577.46,536.1,-197.5,10.8,1.0,q1_q17_dr25_tce,6174.0,175.0,-197.0,4.398,0.105,-0.195,1.041,0.326,-0.14,300.6496,44.05574,13.685,8196226,,CANDIDATE,CANDIDATE
K03196.01,CANDIDATE,CANDIDATE,CANDIDATE,0.9982418,1,9002538,,0.917,0,0,0,0,4.96061094,2.81e-05,-2.81e-05,135.32139,0.00516,-0.00516,0.058,0.388,-0.058,2.864,0.141,-0.141,20.4,1.8,-1.8,0.59,0.1,-0.09,1272.0,,,618.99,306.08,-213.14,12.5,1.0,q1_q17_dr25_tce,6117.0,135.0,-135.0,4.244,0.137,-0.112,1.298,0.221,-0.199,283.35046,45.339111,11.525,9002538,,CANDIDATE,CANDIDATE
K04703.01,FALSE POSITIVE,FALSE POSITIVE,MODEL_POSITIVE,0.8505211,1,6359175,,,1,0,0,0,349.03703,0.03261,-0.03261,331.8869,0.0652,-0.0652,0.1215,0.3767,-0.1213,4.76,1.8,-1.8,777.0,238.0,-238.0,2.27,0.96,-0.18,231.0,,,0.67,0.87,-0.16,11.6,,,5583.0,172.0,-150.0,4.559,0.03,-0.28,0.824,0.348,-0.065,290.16418,41.782631,15.499,6359175,,FALSE POSITIVE,FALSE POSITIVE
K04704.01,FALSE POSITIVE,FALSE POSITIVE,MODEL_POSITIVE,0.5926141,1,8104207,,,1,0,0,0,177.8135,0.01011,-0.01011,205.1936,0.0276,-0.0276,0.2043,0.2605,-0.2041,9.76,0.735,-0.735,417.7,54.0,-54.0,1.83,0.72,-0.14,310.0,,,2.17,2.56,-0.53,8.8,,,5822.0,165.0,-175.0,4.529,0.029,-0.285,0.898,0.355,-0.069,294.12762,43.975128,15.234,8104207,,FALSE POSITIVE,FALSE POSITIVE
K04705.01,CANDIDATE,CANDIDATE,CANDIDATE,0.9953923,1,5642688,,0.446,0,0,0,0,1.4733245,1.018e-05,-1.018e-05,132.85599,0.00597,-0.00597,0.197,0.254,-0.197,1.406,0.147,-0.147,124.0,12.7,-12.7,1.03,0.28,-0.15,1576.0,,,1453.8,1181.37,-525.08,11.9,1.0,q1_q17_dr25_tce,5751.0,172.0,-189.0,4.431,0.12,-0.18,0.921,0.248,-0.134,297.60236,40.803219,15.078,5642688,,CANDIDATE,CANDIDATE
K04706.01,CONFIRMED,CANDIDATE,CONFIRMED_EXOPLANET,0.99964535,1,10026502,Kepler-1620 b,0.665,0,0,0,0,101.952048,0.001733,-0.001733,206.3499,0.0147,-0.0147,0.084,0.367,-0.084,5.991,0.47,-0.47,152.5,17.3,-17.3,1.31,0.42,-0.15,428.0,,,7.92,7.47,-2.57,10.3,1.0,q1_q17_dr25_tce,6210.0,169.0,-225.0,4.407,0.087,-0.203,1.054,0.339,-0.121,297.27087,46.928421,13.658,10026502,Kepler-1620 b,CONFIRMED,CANDIDATE
K04493.01,FALSE POSITIVE,FALSE POSITIVE,NOT_EXOPLANET,0.01619908,0,3953173,,0.0,0,0,1,0,2.41795911,3.044e-05,-3.044e-05,132.5063,0.0115,-0.0115,0.145,0.318,-0.144,2.727,0.351,-0.351,100.5,12.5,-12.5,0.53,0.03,-0.04,878.0,,,140.54,39.1,-31.93,10.1,1.0,q1_q17_dr25_tce,4623.0,139.0,-139.0,4.719,0.046,-0.032,0.534,0.035,-0.035,291.20007,39.053982,15.121,3953173,,FALSE POSITIVE,FALSE POSITIVE
K04494.01,FALSE POSITIVE,FALSE POSITIVE,NOT_EXOPLANET,0.34861293,0,8037926,,,1,0,0,0,183.854867,0.008133,-0.008133,211.4887,0.0329,-0.0329,0.4202,0.0341,-0.4166,14.996,0.926,-0.926,520.6,52.4,-52.4,2.4,1.14,-0.22,345.0,,,3.36,4.81,-0.97,10.8,,,6225.0,170.0,-222.0,4.45,0.047,-0.311,1.031,0.493,-0.095,294.91486,43.862431,15.448,8037926,,FALSE POSITIVE,FALSE POSITIVE
K04495.01,CANDIDATE,CANDIDATE,CANDIDATE,0.9992084,1,5552562,,1.0,0,0,0,0,5.93218209,6.003e-05,-6.003e-05,135.63378,0.00868,-0.00868,0.097,0.359,-0.097,4.507,0.248,-0.248,205.3,16.2,-16.2,1.39,0.42,-0.14,1000.0,,,235.68,211.98,-70.69,14.9,1.0,q1_q17_dr25_tce,5843.0,164.0,-205.0,4.474,0.054,-0.216,0.977,0.297,-0.099,296.77414,40.793282,15.466,5552562,,CANDIDATE,CANDIDATE
K04496.01,CANDIDATE,CANDIDATE,CANDIDATE,0.9990274,1,6186182,,0.967,0,0,0,0,96.384483,0.0014,-0.0014,144.86825,0.00954,-0.00954,0.095,0.357,-0.095,5.253,0.27,-0.27,591.0,65.6,-65.6,2.41,0.74,-0.24,400.0,,,6.03,5.41,-1.8,10.4,1.0,q1_q17_dr25_tce,5919.0,162.0,-203.0,4.485,0.039,-0.221,1.0,0.305,-0.102,284.68292,41.592411,15.602,6186182,,CANDIDATE,CANDIDATE
K07681.01,CANDIDATE,CANDIDATE,CANDIDATE,0.99562705,1,4073017,,1.0,0,0,0,0,6.05552018,6.367e-05,-6.367e-05,131.59851,0.00911,-0.00911,0.19,0.269,-0.19,2.818,0.238,-0.238,134.6,16.5,-16.5,0.92,0.17,-0.07,844.0,,,119.89,69.41,-29.85,9.8,1.0,q1_q17_dr25_tce,5352.0,159.0,-159.0,4.585,0.024,-0.128,0.805,0.149,-0.064,295.47382,39.124561,14.772,4073017,,CANDIDATE,CANDIDATE
K00701.05,CONFIRMED,CANDIDATE,CONFIRMED_EXOPLANET,0.9956613,1,9002278,Kepler-62 c,0.989,0,0,0,0,12.4418003,0.0001763,-0.0001763,134.6507,0.0115,-0.0115,0.043,0.415,-0.043,3.572,0.285,-0.285,78.4,7.4,-7.4,0.57,0.04,-0.02,576.0,,,26.03,5.73,-3.93,11.4,5.0,q1_q17_dr25_tce,4926.0,98.0,-98.0,4.653,0.017,-0.049,0.662,0.041,-0.027,283.21274,45.349861,13.725,9002278,Kepler-62 c,CONFIRMED,CANDIDATE
K04563.01,CANDIDATE,CANDIDATE,CANDIDATE,0.9993364,1,10585749,,0.603,0,0,0,0,54.333582,0.001271,-0.001271,144.7536,0.0194,-0.0194,0.823,0.122,-0.583,10.545,0.594,-0.594,152.0,16.4,-16.4,1.7,0.27,-0.33,513.0,,,16.37,7.02,-6.22,10.5,1.0,q1_q17_dr25_tce,5500.0,88.0,-66.0,4.228,0.195,-0.12,1.221,0.193,-0.236,285.15942,47.88274,14.487,10585749,,CANDIDATE,CANDIDATE
K03165.01,CANDIDATE,CANDIDATE,CANDIDATE,0.9988213,1,9579208,,1.0,0,0,0,0,4.11754421,2.626e-05,-2.626e-05,132.79189,0.00537,-0.00537,0.312,0.145,-0.312,4.362,0.135,-0.135,34.3,1.8,-1.8,1.02,0.07,-0.04,1581.0,,,1477.06,284.34,-177.38,22.1,1.0,q1_q17_dr25_tce,6263.0,81.0,-74.0,4.024,0.013,-0.013,1.726,0.111,-0.068,287.6376,46.204411,10.335,9579208,,CANDIDATE,CANDIDATE
K04564.01,FALSE POSITIVE,FALSE POSITIVE,MODEL_POSITIVE,0.556899,1,6437617,,,1,0,0,0,293.60581,0.02169,-0.02169,373.1896,0.0358,-0.0358,0.0927,0.369,-0.0925,11.07,1.1,-1.1,165.3,28.4,-28.4,1.37,0.66,-0.12,295.0,,,1.79,2.61,-0.46,8.4,,,6167.0,177.0,-173.0,4.444,0.041,-0.302,1.064,0.514,-0.093,290.0632,41.81522,14.279,6437617,,FALSE POSITIVE,FALSE POSITIVE
K04565.01,FALSE POSITIVE,FALSE POSITIVE,NOT_EXOPLANET,0.0468473,0,8453851,,0.0,1,0,0,0,2.78801663,7.933e-05,-7.933e-05,132.5612,0.0149,-0.0149,0.796,0.04,-0.548,17.354,0.638,-0.638,14.0,0.9,-0.9,0.91,0.21,-0.27,2287.0,,,6451.74,4581.75,-3717.26,21.8,1.0,q1_q17_dr25_tce,7523.0,209.0,-314.0,3.986,0.222,-0.148,2.206,0.525,-0.642,298.96481,44.45277,12.133,8453851,,FALSE POSITIVE,FALSE POSITIVE
K04566.01,CONFIRMED,CANDIDATE,CONFIRMED_EXOPLANET,0.995188,1,11650401,Kepler-1614 b,1.0,0,0,0,0,3.94660745,3.164e-05,-3.164e-05,132.24892,0.00524,-0.00524,0.278,0.186,-0.278,2.705,0.193,-0.193,309.4,28.1,-28.1,1.4,0.26,-0.1,981.0,,,218.91,125.23,-54.06,12.7,1.0,q1_q17_dr25_tce,5376.0,160.0,-160.0,4.576,0.03,-0.12,0.806,0.147,-0.063,284.87134,49.775909,15.923,11650401,Kepler-1614 b,CONFIRMED,CANDIDATE
K04635.01,FALSE POSITIVE,FALSE POSITIVE,NOT_EXOPLANET,0.00092604285,0,9873759,,0.0,0,0,1,1,4.99473798,5.713e-05,-5.713e-05,136.1785,0.0119,-0.0119,0.46,0.471,-0.258,3.05,0.212,-0.212,99.5,6.7,-6.7,0.82,0.17,-0.06,917.0,,,167.06,109.49,-39.83,17.5,1.0,q1_q17_dr25_tce,5406.0,177.0,-160.0,4.569,0.034,-0.144,0.819,0.169,-0.06,282.61804,46.787521,13.819,9873759,,FALSE POSITIVE,FALSE POSITIVE
K04636.01,CANDIDATE,CANDIDATE,CANDIDATE,0.99969697,1,9773270,,1.0,0,0,0,0,122.749053,0.003595,-0.003595,170.9953,0.0275,-0.0275,0.997,68.38,-0.053,8.342,0.796,-0.796,1041.2,86.1,-86.1,6.13,1.77,-0.55,348.0,,,3.48,3.06,-0.99,15.0,1.0,q1_q17_dr25_tce,5619.0,180.0,-200.0,4.488,0.048,-0.204,0.976,0.281,-0.088,292.98517,46.506569,15.511,9773270,,CANDIDATE,CANDIDATE
K04637.01,CANDIDATE,CANDIDATE,CANDIDATE,0.9983668,1,9457728,,0.985,0,0,0,0,4.37992345,4.583e-05,-4.583e-05,133.99121,0.00899,-0.00899,0.728,0.224,-0.497,4.949,0.24,-0.24,15.5,1.3,-1.3,0.81,0.03,-0.05,1608.0,,,1579.65,198.86,-268.89,13.9,1.0,q1_q17_dr25_tce,6311.0,76.0,-76.0,3.993,0.016,-0.018,1.918,0.069,-0.128,288.59967,46.031712,10.438,9457728,,CANDIDATE,CANDIDATE
K04638.01,FALSE POSITIVE,FALSE POSITIVE,MODEL_POSITIVE,0.6134273,1,9516728,,,1,0,0,0,368.48518,0.01787,-0.01787,174.9473,0.0271,-0.0271,0.5758,0.3797,-0.3618,11.26,1.5,-1.5,301.8,35.3,-35.3,1.98,0.81,-0.27,283.0,,,1.52,1.82,-0.52,13.7,,,6140.0,158.0,-192.0,4.354,0.108,-0.267,1.096,0.449,-0.148,287.08252,46.104069,14.178,9516728,,FALSE POSITIVE,FALSE POSITIVE
K04639.01,FALSE POSITIVE,FALSE POSITIVE,NOT_EXOPLANET,0.2529207,0,4825872,,,1,0,0,0,169.894419,0.003102,-0.003102,201.4552,0.013,-0.013,0.3241,0.1207,-0.3241,2.525,0.597,-0.597,178.7,32.6,-32.6,2.66,0.98,-1.01,492.0,,,13.85,14.71,-9.14,6.3,,,6382.0,159.0,-192.0,3.94,0.325,-0.184,1.961,0.72,-0.745,288.84711,39.934311,11.998,4825872,,FALSE POSITIVE,FALSE POSITIVE
K04707.01,FALSE POSITIVE,FALSE POSITIVE,NOT_EXOPLANET,0.057199344,0,4680772,,0.001,0,0,1,0,26.190289,0.0002619,-0.0002619,143.22089,0.00965,-0.00965,0.109,0.352,-0.109,2.148,0.398,-0.398,51.8,7.6,-7.6,1.05,0.3,-0.26,793.0,,,93.35,81.0,-47.35,9.3,1.0,q1_q17_dr25_tce,6434.0,181.0,-250.0,4.208,0.175,-0.193,1.441,0.422,-0.346,297.77899,39.776001,11.66,4680772,,FALSE POSITIVE,FALSE POSITIVE
K04708.01,FALSE POSITIVE,FALSE POSITIVE,NOT_EXOPLANET,0.24593158,0,8110733,,,1,0,0,0,203.511886,0.002467,-0.002467,329.4945,0.0104,-0.0104,0.3979,0.0596,-0.3979,3.671,0.433,-0.433,167.1,19.1,-19.1,2.07,1.28,-0.4,442.0,,,9.02,16.99,-3.94,9.3,,,6967.0,178.0,-252.0,4.193,0.113,-0.348,1.565,0.962,-0.301,296.17621,43.931751,12.341,8110733,,FALSE POSITIVE,FALSE POSITIVE
K04709.01,CANDIDATE,CANDIDATE,CANDIDATE,0.9922421,1,2303903,,0.8,0,0,0,0,3.70858595,2.26e-05,-2.26e-05,134.47308,0.00526,-0.00526,0.115,0.347,-0.115,1.94,0.169,-0.169,305.4,32.8,-32.8,1.33,0.25,-0.11,995.0,,,231.84,137.93,-56.57,11.3,1.0,q1_q17_dr25_tce,5420.0,162.0,-146.0,4.596,0.038,-0.12,0.771,0.147,-0.063,291.64294,37.632408,15.947,2303903,,CANDIDATE,CANDIDATE
K04710.01,CANDIDATE,CANDIDATE,CANDIDATE,0.9735651,1,9278216,,0.998,0,0,0,0,9.4527721,0.0001363,-0.0001363,135.7805,0.0105,-0.0105,0.746,0.205,-0.529,3.817,0.603,-0.603,197.3,27.3,-27.3,1.3,0.36,-0.12,832.0,,,113.38,92.0,-30.59,11.3,1.0,q1_q17_dr25_tce,5973.0,160.0,-178.0,4.547,0.044,-0.187,0.857,0.237,-0.079,290.7377,45.725368,15.58,9278216,,CANDIDATE,CANDIDATE
K04711.01,CANDIDATE,CANDIDATE,CANDIDATE,0.98605484,1,8355131,,0.894,0,0,0,0,4.3638313,3.389e-05,-3.389e-05,135.33772,0.0067,-0.0067,0.39,0.06,-0.39,1.457,0.176,-0.176,194.1,23.5,-23.5,1.08,0.22,-0.08,976.0,,,214.31,137.21,-49.41,10.3,1.0,q1_q17_dr25_tce,5623.0,169.0,-152.0,4.596,0.042,-0.127,0.763,0.158,-0.056,287.50766,44.31424,15.642,8355131,,CANDIDATE,CANDIDATE
K03158.03,CONFIRMED,CANDIDATE,CONFIRMED_EXOPLANET,0.9993988,1,6278762,Kepler-444 d,1.0,0,0,0,0,6.18943952,2.185e-05,-2.185e-05,134.78,0.00287,-0.00287,0.334,0.105,-0.334,2.3316,0.0858,-0.0858,83.2,3.5,-3.5,0.65,0.05,-0.03,783.0,,,88.79,29.86,-16.18,26.8,3.0,q1_q17_dr25_tce,5051.0,177.0,-141.0,4.562,0.033,-0.023,0.721,0.057,-0.031,289.75229,41.634605,8.717,6278762,Kepler-444 d,CONFIRMED,CANDIDATE
K04497.01,CANDIDATE,CANDIDATE,CANDIDATE,0.9923953,1,12645057,,1.0,0,0,0,0,6.83006228,7.268e-05,-7.268e-05,135.76099,0.00919,-0.00919,0.006,0.443,-0.006,3.315,0.197,-0.197,187.4,17.9,-17.9,1.09,0.25,-0.08,882.0,,,142.95,93.18,-34.57,12.1,1.0,q1_q17_dr25_tce,5807.0,138.0,-173.0,4.576,0.038,-0.152,0.8,0.181,-0.06,289.26697,51.751221,15.17,12645057,,CANDIDATE,CANDIDATE
K04498.01,CANDIDATE,CANDIDATE,CANDIDATE,0.99430263,1,4844367,,0.983,0,0,0,0,17.1622587,0.0002452,-0.0002452,148.6441,0.0117,-0.0117,1.201,6.731,-0.014,4.668,0.611,-0.611,312.2,34.2,-34.2,22.42,2.72,-1.07,674.0,,,48.86,15.96,-7.14,11.7,1.0,q1_q17_dr25_tce,5729.0,77.0,-85.0,4.509,0.024,-0.102,0.939,0.114,-0.045,294.22134,39.989521,14.841,4844367,,CANDIDATE,CANDIDATE
K04499.01,CANDIDATE,CANDIDATE,CANDIDATE,0.9548294,1,10937749,,1.0,0,0,0,0,5.19898615,3.909e-05,-3.909e-05,133.05317,0.00585,-0.00585,0.428,0.032,-0.428,2.359,0.184,-0.184,136.8,14.0,-14.0,1.04,0.29,-0.1,1035.0,,,271.21,226.14,-76.95,11.5,1.0,q1_q17_dr25_tce,6058.0,164.0,-201.0,4.54,0.048,-0.204,0.867,0.246,-0.082,298.78278,48.312809,14.652,10937749,,CANDIDATE,CANDIDATE
K04500.01,CONFIRMED,CANDIDATE,CONFIRMED_EXOPLANET,0.99866474,1,9100953,Kepler-1610 b,0.806,0,0,0,0,8.70179611,8.568e-05,-8.568e-05,138.24633,0.00844,-0.00844,0.045,0.402,-0.045,3.048,0.21,-0.21,304.1,28.3,-28.3,1.37,0.22,-0.14,750.0,,,74.58,41.79,-22.47,11.8,1.0,q1_q17_dr25_tce,5295.0,185.0,-185.0,4.548,0.052,-0.097,0.8,0.133,-0.082,295.90503,45.40543,15.85,9100953,Kepler-1610 b,CONFIRMED,CANDIDATE
K04567.01,CANDIDATE,CANDIDATE,CANDIDATE,0.9981957,1,8332521,,0.988,0,0,0,0,14.74426,0.0002984,-0.0002984,135.04,0.0164,-0.0164,1.063,6.865,-0.005,8.168,0.742,-0.742,113.6,11.1,-11.1,8.1,2.69,-0.89,784.0,,,89.04,87.24,-26.98,11.9,2.0,q1_q17_dr25_tce,6146.0,170.0,-192.0,4.454,0.07,-0.21,0.987,0.328,-0.109,301.56284,44.240391,13.775,8332521,,CANDIDATE,CANDIDATE
K04568.01,FALSE POSITIVE,FALSE POSITIVE,NOT_EXOPLANET,0.003020078,0,10407086,,0.0,0,0,1,1,0.933747395,7.711e-06,-7.711e-06,131.51671,0.00727,-0.00727,0.541,0.367,-0.31,4.798,0.214,-0.214,30.9,1.5,-1.5,1.24,0.23,-0.43,2596.0,,,10738.05,6345.43,-6646.51,26.7,1.0,q1_q17_dr25_tce,5574.0,168.0,-140.0,3.818,0.287,-0.123,2.174,0.41,-0.762,292.79254,47.576721,12.877,10407086,,FALSE POSITIVE,FALSE POSITIVE
K07682.01,FALSE POSITIVE,FALSE POSITIVE,NOT_EXOPLANET,0.031717833,0,4073089,,0.0,1,0,0,0,58.873429,0.002072,-0.002072,153.9076,0.045,-0.045,0.0,0.055,0.0,17.487,0.153,-0.153,226470.0,2519.0,-2519.0,76.18,25.46,-15.64,679.0,,,50.35,51.38,-23.84,106.8,1.0,q1_q17_dr25_tce,7078.0,228.0,-314.0,4.192,0.128,-0.192,1.568,0.524,-0.322,295.49011,39.105862,14.048,4073089,,FALSE POSITIVE,FALSE POSITIVE
K04569.01,FALSE POSITIVE,FALSE POSITIVE,NOT_EXOPLANET,0.15172127,0,6065351,,,1,0,0,0,14.1166583,0.0005142,-0.0005142,136.3632,0.0254,-0.0254,1.9614,0.0235,-1.355,9.12,1.5,-1.5,449.3,76.4,-76.4,238.66,76.25,-90.53,1205.0,,,497.8,469.69,-333.68,5.9,,,6526.0,182.0,-249.0,3.883,0.311,-0.169,2.238,0.715,-0.849,297.85822,41.330231,13.572,6065351,,FALSE POSITIVE,FALSE POSITIVE
K04570.01,CANDIDATE,CANDIDATE,CANDIDATE,0.9975413,1,4060229,,0.996,0,0,0,0,35.0175053,0.0003215,-0.0003215,139.8496,0.00785,-0.00785,0.809,0.157,-0.575,3.608,0.218,-0.218,292.0,25.5,-25.5,2.13,0.33,-0.36,617.0,,,34.32,13.62,-11.88,12.8,1.0,q1_q17_dr25_tce,5944.0,71.0,-80.0,4.293,0.156,-0.104,1.123,0.173,-0.19,292.35605,39.11945,14.638,4060229,,CANDIDATE,CANDIDATE
